ds,y
2016-09-12,1324.6
2016-09-13,1323.65
2016-09-14,1322.7000000000003
2016-09-15,1319.8499999999997
2016-09-16,1299.8500000000004
2016-09-19,1305.8999999999999
2016-09-20,1314.9810367997227
2016-09-21,1317.6583870709069
2016-09-22,1329.0840996536353
2016-09-23,1351.6308046670083
2016-09-26,1348.6545307796034
2016-09-27,1348.1528753317684
2016-09-28,1329.2525584347047
2016-09-29,1317.0670291724819
2016-09-30,1309.325032432776
2016-10-03,1322.517727101262
2016-10-04,1303.2059183930867
2016-10-05,1257.868671925699
2016-10-06,1261.067141471238
2016-10-07,1248.1228883733768
2016-10-10,1279.6829431458993
2016-10-11,1264.7377888919016
2016-10-12,1251.595102331951
2016-10-13,1241.8288617658063
2016-10-14,1249.87747619958
2016-10-17,1239.2334700636277
2016-10-18,1251.7437080341022
2016-10-19,1260.314949185085
2016-10-20,1275.9254853709704
2016-10-21,1280.5579976443987
2016-10-24,1269.786587428011
2016-10-25,1262.9370554488528
2016-10-26,1264.1380806313655
2016-10-27,1272.604692990067
2016-10-28,1276.4995277730202
2016-10-31,1280.5946015501477
2016-11-01,1279.52028356545
2016-11-02,1278.963827243885
2016-11-03,1283.7774778533521
2016-11-04,1291.2932875712686
2016-11-07,1301.5026126090577
2016-11-08,1302.4699513123746
2016-11-09,1304.2620955841544
2016-11-10,1303.8832078971077
2016-11-11,1295.497329730693
2016-11-14,1272.0997195139685
2016-11-15,1252.2222533499762
2016-11-16,1235.67074023154
2016-11-17,1224.3521271331238
2016-11-18,1215.9516362657994
2016-11-21,1204.9366760789449
2016-11-22,1193.7723305983593
2016-11-23,1184.8226848752545
2016-11-24,1175.4208194522926
2016-11-25,1172.4385635555436
2016-11-28,1175.2599319930775
2016-11-29,1174.2388373470935
2016-11-30,1176.9195000143077
2016-12-01,1168.1096837264263
2016-12-02,1152.813505095415
2016-12-05,1152.358153957703
2016-12-06,1151.3103437718323
2016-12-07,1157.3031765134842
2016-12-08,1162.8535235416666
2016-12-09,1163.050867401525
2016-12-12,1155.8925872309537
2016-12-13,1146.205064978154
2016-12-14,1147.5778149285968
2016-12-15,1151.936279569437
2016-12-16,1147.807993208705
2016-12-19,1143.951833743011
2016-12-20,1139.8726146845984
2016-12-21,1129.2483539777943
2016-12-22,1122.3446354305006
2016-12-28,1121.183989656956
2016-12-29,1119.2416732074373
2017-01-03,1125.7046737861742
2017-01-04,1129.1349433226044
2017-01-05,1133.5898656907557
2017-01-06,1134.3487239067647
2017-01-09,1138.6156922572245
2017-01-10,1146.7857632004316
2017-01-11,1157.060535281577
2017-01-12,1168.7219102282054
2017-01-13,1181.806033037376
2017-01-16,1189.8356492991063
2017-01-17,1191.0457462228946
2017-01-18,1197.786471855758
2017-01-19,1208.3858728720536
2017-01-20,1213.1951413357308
2017-01-23,1224.1149578640413
2017-01-24,1227.9334352988246
2017-01-25,1232.7904004715444
2017-01-26,1225.7296215627543
2017-01-27,1221.156226145997
2017-01-30,1217.1961750937437
2017-01-31,1215.9865782045492
2017-02-01,1225.6175999317607
2017-02-02,1226.7396231567297
2017-02-03,1227.37697126282
2017-02-06,1225.7807563900176
2017-02-07,1224.280902546538
2017-02-08,1224.9838394284639
2017-02-09,1230.25622874591
2017-02-10,1236.413215873033
2017-02-13,1238.3529365570755
2017-02-14,1238.383029927554
2017-02-15,1234.8905794457207
2017-02-16,1234.160317658622
2017-02-17,1234.5813064045497
2017-02-20,1238.7755849848104
2017-02-21,1243.930712014581
2017-02-22,1246.0467577895406
2017-02-23,1246.2249113692544
2017-02-24,1246.6559816832591
2017-02-27,1246.3820858324218
2017-02-28,1250.2515097333946
2017-03-01,1252.667074201052
2017-03-02,1257.0408914038453
2017-03-03,1257.382084616966
2017-03-06,1256.2817195645277
2017-03-07,1254.1249225732258
2017-03-08,1250.5740279843133
2017-03-09,1245.906436704145
2017-03-10,1240.469206871835
2017-03-13,1238.1912251597296
2017-03-14,1235.142415350402
2017-03-15,1231.2621673618166
2017-03-16,1223.4628369066606
2017-03-17,1219.5789249037482
2017-03-20,1219.5476573356761
2017-03-21,1219.9829561519678
2017-03-22,1224.452443287993
2017-03-23,1227.0076554519417
2017-03-24,1228.7672309368122
2017-03-27,1230.0929643405743
2017-03-28,1231.0886103591822
2017-03-29,1233.907303676353
2017-03-30,1235.3836742387957
2017-03-31,1241.1139878809124
2017-04-03,1241.4350431710432
2017-04-04,1242.6003503999148
2017-04-05,1244.2408423578463
2017-04-06,1242.820113788687
2017-04-07,1244.7619215817053
2017-04-10,1245.9105763597886
2017-04-11,1249.4440202696321
2017-04-12,1250.4421865429822
2017-04-13,1253.880037703752
2017-04-18,1255.7770255796247
2017-04-19,1257.0479951995878
2017-04-20,1260.308562501223
2017-04-21,1264.7327234107668
2017-04-24,1273.127425895515
2017-04-25,1275.856775472571
2017-04-26,1279.2563436473722
2017-04-27,1277.41364672252
2017-04-28,1277.3507839808349
2017-05-02,1279.279049715737
2017-05-03,1275.5583804090104
2017-05-04,1276.3573033350024
2017-05-05,1273.187766306631
2017-05-08,1268.8551021559656
2017-05-09,1266.2446698551173
2017-05-10,1261.7694678524538
2017-05-11,1259.9127428461532
2017-05-12,1256.8745187475713
2017-05-15,1256.5854877522563
2017-05-16,1256.5360109341495
2017-05-17,1255.0347717085542
2017-05-18,1252.519377795107
2017-05-19,1251.2880588602513
2017-05-22,1251.3576810772386
2017-05-23,1250.053579177878
2017-05-24,1251.2139948103256
2017-05-25,1251.9798909800556
2017-05-26,1254.8365408121017
2017-05-30,1253.5525413687262
2017-05-31,1252.608510942282
2017-06-01,1253.5157014887207
2017-06-02,1252.636395760963
2017-06-05,1256.1029504342127
2017-06-06,1258.9446685665873
2017-06-07,1264.0092044372989
2017-06-08,1265.1004261317041
2017-06-09,1264.2793372477217
2017-06-12,1265.42180789116
2017-06-13,1264.141445645797
2017-06-14,1265.9113284389402
2017-06-15,1268.5561881693068
2017-06-16,1270.214998715736
2017-06-19,1267.4202266327725
2017-06-20,1263.637508326642
2017-06-21,1263.5834644016334
2017-06-22,1261.3218358287272
2017-06-23,1262.4922391172252
2017-06-26,1262.0277746314566
2017-06-27,1263.387526906424
2017-06-28,1260.1035928176132
2017-06-29,1257.9826533281055
2017-06-30,1258.1082207208951
2017-07-03,1256.6802262382316
2017-07-04,1256.1555909801862
2017-07-05,1254.14576672467
2017-07-06,1253.7232999054995
2017-07-07,1249.5134750633176
2017-07-10,1245.7615304908102
2017-07-11,1244.150201954315
2017-07-12,1241.0673870893231
2017-07-13,1240.5746006778554
2017-07-14,1239.025592697533
2017-07-17,1239.9214633580011
2017-07-18,1236.1893141560302
2017-07-19,1233.5994146422397
2017-07-20,1233.5312076834136
2017-07-21,1231.213062698387
2017-07-24,1233.3690866265094
2017-07-25,1234.8229811060382
2017-07-26,1236.7410428749502
2017-07-27,1234.4294933181322
2017-07-28,1233.9764907536073
2017-07-31,1236.3033845885332
2017-08-01,1237.1236630497626
2017-08-02,1241.055324572075
2017-08-03,1243.000339010615
2017-08-04,1245.809643698715
2017-08-07,1245.0050464984965
2017-08-08,1244.277818886011
2017-08-09,1245.1961994757592
2017-08-10,1246.423946552742
2017-08-11,1249.652844910076
2017-08-14,1251.282523850191
2017-08-15,1253.9248941411565
2017-08-16,1253.1009285445305
2017-08-17,1252.4998136263
2017-08-18,1254.9734912489228
2017-08-21,1257.2020192143614
2017-08-22,1261.8888935839805
2017-08-23,1265.2052741735276
2017-08-24,1268.063805816954
2017-08-25,1269.2034173827278
2017-08-29,1269.7125592290542
2017-08-30,1275.290058406245
