ds,y
2016-09-11,621.65
2016-09-12,609.67
2016-09-13,597.69
2016-09-14,612.1699999999998
2016-09-15,606.7200000000001
2016-09-16,611.9399999999998
2016-09-17,609.6404625910567
2016-09-18,605.5102272625319
2016-09-19,610.962536914211
2016-09-20,612.3358015193405
2016-09-21,607.2276041143434
2016-09-22,598.9309257115383
2016-09-23,592.08104751466
2016-09-24,588.8249628863637
2016-09-25,595.6824627573052
2016-09-26,595.7420637288523
2016-09-27,596.7015573189111
2016-09-28,601.7088387519524
2016-09-29,606.3279431250868
2016-09-30,606.2296265346322
2016-10-01,613.3380640051943
2016-10-02,620.07727434764
2016-10-03,612.3733757734171
2016-10-04,617.4402402171681
2016-10-05,611.0192146110611
2016-10-06,607.6404319022827
2016-10-07,611.1026455968359
2016-10-08,618.7523160832696
2016-10-09,619.0920325557076
2016-10-10,613.7845230077329
2016-10-11,617.0397366108897
2016-10-12,613.5994643513947
2016-10-13,622.4143817258648
2016-10-14,631.4861824918511
2016-10-15,638.0596984812321
2016-10-16,641.3185905271472
2016-10-17,641.9236037354378
2016-10-18,643.9696092971606
2016-10-19,645.3245814988442
2016-10-20,643.2631783743612
2016-10-21,640.230968053215
2016-10-22,640.6463325946114
2016-10-23,646.1828952829329
2016-10-24,646.4869171328133
2016-10-25,649.1720192103842
2016-10-26,651.5639901507237
2016-10-27,653.1751697071278
2016-10-28,661.9530857017306
2016-10-29,678.61721372664
2016-10-30,686.4671222545602
2016-10-31,692.8865425402797
2016-11-01,699.759517205181
2016-11-02,703.7797631570263
2016-11-03,721.6547150549935
2016-11-04,718.1237813689183
2016-11-05,718.2667817256767
2016-11-06,719.6383835984649
2016-11-07,719.7834301761302
2016-11-08,720.1126695760609
2016-11-09,724.9898553406687
2016-11-10,724.3339094238584
2016-11-11,727.264513145474
2016-11-12,732.1276730171916
2016-11-13,728.3401899931355
2016-11-14,720.4923527494512
2016-11-15,715.0054495059004
2016-11-16,718.7363824821397
2016-11-17,713.6504414984967
2016-11-18,720.2338883621188
2016-11-19,731.6573785114194
2016-11-20,737.4928363762576
2016-11-21,734.9909862329293
2016-11-22,736.2055847490648
2016-11-23,740.9909651942975
2016-11-24,743.1103330061404
2016-11-25,743.862022084826
2016-11-26,747.8110255360841
2016-11-27,748.1658357478316
2016-11-28,744.8017043010298
2016-11-29,742.2250812747767
2016-11-30,745.5101224667394
2016-12-01,745.4440515384189
2016-12-02,746.6232879162095
2016-12-03,753.6605242361949
2016-12-04,755.3393115219887
2016-12-05,756.2149923454556
2016-12-06,756.6222874595849
2016-12-07,761.3135735608548
2016-12-08,761.640050149893
2016-12-09,766.5850605605341
2016-12-10,770.0307535602358
2016-12-11,770.2365723198377
2016-12-12,769.709442729041
2016-12-13,771.458912324457
2016-12-14,776.8796856037386
2016-12-15,777.896990388635
2016-12-16,781.6449796882097
2016-12-17,783.8706695600882
2016-12-18,785.7266334901705
2016-12-19,785.2801872012991
2016-12-20,786.1998525999053
2016-12-21,791.7634999723477
2016-12-22,797.3996990224134
2016-12-23,806.4176128948093
2016-12-24,821.8254060465274
2016-12-25,832.9219622441208
2016-12-26,841.5530228010921
2016-12-27,851.5589698526617
2016-12-28,872.542107578084
2016-12-29,890.7085077807437
2016-12-30,915.0548708947462
2016-12-31,924.682305908705
2017-01-01,938.572964163603
2017-01-02,955.7745031871029
2017-01-03,975.7343376694641
2017-01-04,997.2469485741879
2017-01-05,1023.9273667980017
2017-01-06,1037.0645027724383
2017-01-07,1048.666006413743
2017-01-08,1035.117595292736
2017-01-09,1021.8266883220604
2017-01-10,1015.7608973911945
2017-01-11,1016.6371254675557
2017-01-12,986.9688611487776
2017-01-13,973.1158941817232
2017-01-14,958.0920258835292
2017-01-15,952.5229581653653
2017-01-16,944.7690000076576
2017-01-17,938.5365769306153
2017-01-18,943.0442623493199
2017-01-19,936.6649755906424
2017-01-20,944.3095918948422
2017-01-21,937.1845530141752
2017-01-22,941.4404481945362
2017-01-23,942.0501892565636
2017-01-24,942.6586264788104
2017-01-25,938.386302661463
